instance,instance_sha256,rows,columns,nonzeros,status,our_objective,published_objective,absolute_gap,relative_gap,matches_published,independently_verified,passed,wall_seconds,solver_seconds,iterations,algorithm,git_commit,machine,timestamp_utc
adlittle,db211f7bf735518a246a2a0e385ec51abc09cd601da7ae50d6c3fe083cb6f94b,56,97,383,optimal,225494.96316238024,225494.96316,2.3802276700735092e-06,1.0555569121003461e-11,1,1,1,0.110344,0.0292488,139,simplex-primal,30d7c6c,Windows-AMD64,2026-08-26T05:44:53+00:00
afiro,04992b87e57e57c1c417c96b846833bfa12e055eeaa623f043c45fc773b5be41,27,32,83,optimal,-464.75314285714285,-464.75314286,2.857177605619654e-09,6.147731649617561e-12,1,1,1,0.054322,0.0010894,16,simplex-primal,30d7c6c,Windows-AMD64,2026-08-26T05:44:53+00:00
blend,38e1d84a38f1e0adaa16d3dd0abe758f6cea13a21f33681aa92742b693260aef,74,83,491,optimal,-30.81214984582823,-30.812149846,1.7177015365632542e-10,5.574753936834577e-12,1,1,1,0.109856,0.0648545,510,simplex-primal,30d7c6c,Windows-AMD64,2026-08-26T05:44:53+00:00
sc105,062d034400be956757316a9bde8e6de3d221a88fb5dc502def743f1883e23ec3,105,103,280,optimal,-52.20206121170722,-52.202061212,2.927791342699493e-10,5.608574210909634e-12,1,1,1,0.098355,0.024435,108,simplex-primal,30d7c6c,Windows-AMD64,2026-08-26T05:44:53+00:00
sc50a,36bfce2f419555712bf1b9a8477541199073c7654475d933475cea6db0abe2f2,50,48,130,optimal,-64.5750770585645,-64.575077059,4.354916427473654e-10,6.743958545329677e-12,1,1,1,0.057133,0.0040808,48,simplex-primal,30d7c6c,Windows-AMD64,2026-08-26T05:44:53+00:00
sc50b,bfc47ffcf8f037552130a75142a203dc768d82d15c3b7b9f718c444ffa472f15,50,48,118,optimal,-69.99999999999997,-70.0,2.842170943040401e-14,4.0602442043434295e-16,1,1,1,0.05191,0.0036155,48,simplex-primal,30d7c6c,Windows-AMD64,2026-08-26T05:44:53+00:00
share2b,2816c0a71096acc08fd88f65c960366856802c074601e5fa544f9c3eab640c96,96,79,694,optimal,-415.73224074141933,-415.73224074,1.4193233255355153e-09,3.4140323661430043e-12,1,1,1,0.079356,0.035992,121,simplex-primal,30d7c6c,Windows-AMD64,2026-08-26T05:44:53+00:00
stocfor1,98e1cb3940233e044e3d0e50869539087acdf8f0862916f777e553afc705ba90,117,111,447,optimal,-41131.9762194364,-41131.976219,4.364046617411077e-07,1.0609863708408942e-11,1,1,1,0.074813,0.0159293,79,simplex-primal,30d7c6c,Windows-AMD64,2026-08-26T05:44:53+00:00
