instance,instance_sha256,rows,columns,nonzeros,status,message,our_objective,published_objective,absolute_gap,relative_gap,matches_published,independently_verified,verifier_message,passed,objective_offset,differs_by_objective_constant,wall_seconds,solver_seconds,iterations,algorithm,git_commit,machine,timestamp_utc
sc50a,36bfce2f419555712bf1b9a8477541199073c7654475d933475cea6db0abe2f2,50,48,130,optimal,,-64.57507705856445,-64.575077059,4.355484861662262e-10,6.744838814025429e-12,1,1,,1,0.0,0,0.01576,0.000796,44,simplex-primal,73e5afe,Windows-AMD64,2026-09-05T04:18:19+00:00
sc50b,bfc47ffcf8f037552130a75142a203dc768d82d15c3b7b9f718c444ffa472f15,50,48,118,optimal,,-70.0,-70.0,0.0,0.0,1,1,,1,0.0,0,0.015927,0.0004193,47,simplex-primal,73e5afe,Windows-AMD64,2026-09-05T04:18:19+00:00
scagr25,7bac79b91dec46966af26a236d593c823f1e61eb055597426365e4f6bc36df76,471,500,1554,optimal,,-14753433.06076853,-14753433.061,0.00023147091269493103,1.568929155254131e-11,1,1,,1,0.0,0,0.03565,0.012219,540,simplex-primal,73e5afe,Windows-AMD64,2026-09-05T04:18:19+00:00
scagr7,2170c16fd0cc04a823172c1564e89593e75aac5225e2c2f893a6837ba0b26085,129,140,420,optimal,,-2331389.824330984,-2331389.2548,0.5695309839211404,2.442882426212426e-07,1,1,,1,0.0,0,0.015214,0.0012231,142,simplex-primal,73e5afe,Windows-AMD64,2026-09-05T04:18:19+00:00
scfxm1,3e602523ca64bb4fd7387da7eca577d964e08d7c04326c59937a0d58add7de25,330,457,2589,optimal,,18416.759028348937,18416.759028,3.4893673728220165e-07,1.89466961451629e-11,1,1,,1,0.0,0,0.025915,0.0093296,467,simplex-primal,73e5afe,Windows-AMD64,2026-09-05T04:18:19+00:00
scfxm2,64d44da9d2e6329705e73b1e083f52a7560124c13af4c67ff60d55b0a46b0f0e,660,914,5183,optimal,,36660.2615649988,36660.261565,1.2005330063402653e-09,3.2747529752663545e-14,1,1,,1,0.0,0,0.049862,0.0314025,968,simplex-primal,73e5afe,Windows-AMD64,2026-09-05T04:18:19+00:00
scfxm3,515b442feba7cb583e03d4466da264782d898cc69093848052a7fa98ba4eac7b,990,1371,7777,optimal,,54901.254549751444,54901.25455,2.4855398805812e-07,4.527291590973672e-12,1,1,,1,0.0,0,0.092553,0.0699911,1491,simplex-primal,73e5afe,Windows-AMD64,2026-09-05T04:18:19+00:00
scorpion,39b61cae042ce4adffb441faec77f5cc003fa725baa25edfb1738aef93a83c5d,388,358,1426,optimal,,1878.1248227381075,1878.1248227,3.810737325693481e-08,2.0290117459898906e-11,1,1,,1,0.0,0,0.024545,0.004841,301,simplex-primal,73e5afe,Windows-AMD64,2026-09-05T04:18:19+00:00
scrs8,33b12d5e3d07b47a8b837ab0bf445fbfb5980af5c825bf049c23e71fb3faf026,490,1169,3182,optimal,,904.2969538007918,904.29998619,0.003032389208215136,3.3533000713526593e-06,0,1,,0,0.0,0,0.041487,0.018552,678,simplex-primal,73e5afe,Windows-AMD64,2026-09-05T04:18:19+00:00
scsd1,8c4aac4987a81ef66715b5cb2debdb1993afe6cb5e2a29f32556a03802bf55f5,77,760,2388,optimal,,8.666666674333364,8.6666666743,3.3363534157615504e-11,3.8496385532573e-12,1,1,,1,0.0,0,0.020365,0.0044096,396,simplex-primal,73e5afe,Windows-AMD64,2026-09-05T04:18:19+00:00
scsd6,f3da742cfa24cfadb99d510847ea1f7a361ba61537d4c2900c09b674912a5891,147,1350,4316,optimal,,50.50000007826237,50.500000078,2.62367905179417e-10,5.195404054934168e-12,1,1,,1,0.0,0,0.033405,0.0085751,393,simplex-primal,73e5afe,Windows-AMD64,2026-09-05T04:18:19+00:00
scsd8,2090a22840fe2c75730cd76336702ece7c27a739d58740926b67c4b2e57b8e5c,397,2750,8584,optimal,,904.9999999254647,904.99999993,4.535195330390707e-09,5.011265558830382e-12,1,1,,1,0.0,0,0.068556,0.0395524,928,simplex-primal,73e5afe,Windows-AMD64,2026-09-05T04:18:19+00:00
sctap1,2b1ab5950d3e37fd21327892e2bc830c5f0d8d3fc1f687c0f57a5cdefd9caa21,300,480,1692,optimal,,1412.25,1412.25,0.0,0.0,1,1,,1,0.0,0,0.020919,0.0045571,305,simplex-primal,73e5afe,Windows-AMD64,2026-09-05T04:18:19+00:00
sctap2,673d50e3b929f83b1719d28ee09500890294107099518161bcf2a4f452e95fb2,1090,1880,6714,optimal,,1724.8071428571432,1724.8071429,4.285675458959304e-08,2.4847273369668418e-11,1,1,,1,0.0,0,0.048051,0.0272074,725,simplex-primal,73e5afe,Windows-AMD64,2026-09-05T04:18:19+00:00
