family,parameter,value,seed,rows,columns,status,objective,expected_objective,relative_error,primal_infeasibility,dual_infeasibility,verified,iterations,solver_seconds,message,git_commit,machine,timestamp_utc,solver_options
conditioning,entry spread 10^k,18,73018,10,12,optimal,-822.5999999999999,-372.0,1.2112903225806448,,,0,15,0.0004247,[FAIL] row activity                worst violation 1.322e-07 (1.322e-07 relative to the row's terms) on R3; [FAIL] complementary slackness     worst |multiplier| * slack = 7.677e+02 on R5,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
conditioning,entry spread 10^k,20,71020,10,12,optimal,-484.29485049834034,-253.0,0.9142088952503571,,,0,8,0.0008345,[FAIL] complementary slackness     worst |multiplier| * slack = 1.990e+03 on R9,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
conditioning,entry spread 10^k,20,72020,10,12,optimal,-63.746031746031804,-215.0,0.7035068290882242,,,0,8,0.0005313,[FAIL] complementary slackness     worst |multiplier| * slack = 3.480e+02 on R1,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
conditioning,entry spread 10^k,20,73020,10,12,feasible,-296.6963636363637,-488.0,0.39201564828614,,,1,5,0.0010876,"engine reported optimal but the reduced costs violate dual feasibility by 1.406e+11 (1.752e+00 relative to the terms they are computed from), above the 1.0e-07 tolerance; reporting a feasible point ra",adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
conditioning,entry spread 10^k,22,71022,10,12,optimal,-384.6666666666667,-403.0,0.045492142266335765,,,1,3,0.00083,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
conditioning,entry spread 10^k,22,72022,10,12,feasible,273.3884615384615,153.0,0.7868526897938661,,,1,4,0.0011666,"engine reported optimal but the reduced costs violate dual feasibility by 1.560e+12 (3.546e-01 relative to the terms they are computed from), above the 1.0e-07 tolerance; reporting a feasible point ra",adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
conditioning,entry spread 10^k,22,73022,10,12,optimal,-150.1550595238096,-291.0,0.48400323187694294,,,1,6,0.0005573,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
conditioning,entry spread 10^k,24,71024,10,12,optimal,50.8452830188679,68.0,0.25227524972253085,,,1,5,0.0019001,the scaled attempt claimed unbounded but the other attempt did not; the claim is withheld and the non-claiming result is reported,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
conditioning,entry spread 10^k,24,72024,10,12,optimal,-0.8574423480084938,-223.0,0.9961549670492892,,,1,6,0.0005792,the scaled attempt claimed unbounded but the other attempt did not; the claim is withheld and the non-claiming result is reported,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
conditioning,entry spread 10^k,24,73024,10,12,optimal,170.17185473411178,83.0,1.0502633100495395,,,0,12,0.0004476,[FAIL] complementary slackness     worst |multiplier| * slack = 1.510e+02 on R1,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
conditioning,entry spread 10^k,26,71026,10,12,optimal,190.13964507489908,284.0,0.3304942074827497,,,0,9,0.0003556,[FAIL] complementary slackness     worst |multiplier| * slack = 4.299e+01 on R1,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
conditioning,entry spread 10^k,26,72026,10,12,optimal,-140.0,-151.0,0.0728476821192053,,,1,4,0.0006363,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
conditioning,entry spread 10^k,26,73026,10,12,feasible,89.64285714285714,-33.0,3.7164502164502164,,,1,3,0.0005839,"engine reported optimal but the reduced costs violate dual feasibility by 2.368e+14 (9.485e-01 relative to the terms they are computed from), above the 1.0e-07 tolerance; reporting a feasible point ra",adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
conditioning,entry spread 10^k,28,71028,10,12,optimal,859.8,-115.0,8.476521739130435,,,1,4,0.0005016,the scaled attempt claimed unbounded but the other attempt did not; the claim is withheld and the non-claiming result is reported,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
conditioning,entry spread 10^k,28,72028,10,12,feasible,43.09268292682928,202.0,0.786669886500845,,,1,5,0.0010186,the scaled attempt claimed unbounded but the other attempt did not; the claim is withheld and the non-claiming result is reported; engine reported optimal but the reduced costs violate dual feasibilit,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
conditioning,entry spread 10^k,28,73028,10,12,optimal,151.2808219178082,148.0,0.022167715660866196,,,1,4,0.0007354,the scaled attempt claimed unbounded but the other attempt did not; the claim is withheld and the non-claiming result is reported,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
conditioning,entry spread 10^k,30,71030,10,12,feasible,-263.50000000000006,-97.0,1.7164948453608253,,,1,5,0.0012125,the scaled attempt claimed unbounded but the other attempt did not; the claim is withheld and the non-claiming result is reported; engine reported optimal but the reduced costs violate dual feasibilit,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
conditioning,entry spread 10^k,30,72030,10,12,optimal,-169.16666666666663,-442.0,0.6172699849170439,,,0,3,0.0004289,[FAIL] complementary slackness     worst |multiplier| * slack = 1.667e+01 on R1,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
conditioning,entry spread 10^k,30,73030,10,12,optimal,-40.39600000000003,10.0,5.039600000000003,,,0,7,0.0004425,[FAIL] complementary slackness     worst |multiplier| * slack = 7.287e+01 on R1,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,0,71000,14,10,optimal,-223.99999999999994,-224.0,2.5376526277146434e-16,,,1,9,0.0004049,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,0,72000,14,10,optimal,70.99999999999997,71.0,4.0030576662540856e-16,,,1,8,0.0005706,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,0,73000,14,10,optimal,-73.0,-73.0,0.0,,,1,12,0.0004202,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,1,71001,14,10,optimal,-101.00000000000001,-101.0,1.407015318336832e-16,,,1,11,0.0011109,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,1,72001,14,10,optimal,36.0,36.0,0.0,,,1,10,0.0004194,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,1,73001,14,10,optimal,-286.0,-286.0,0.0,,,1,12,0.0007265,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,2,71002,14,10,optimal,-262.0000000000001,-262.0,4.3391922794509933e-16,,,1,13,0.0010336,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,2,72002,14,10,optimal,-143.0,-143.0,0.0,,,1,9,0.0009345,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,2,73002,14,10,optimal,385.00000000000006,385.0,1.4764524379430653e-16,,,1,10,0.0006546,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,3,71003,14,10,optimal,-211.00000000000003,-211.0,1.3470004469385787e-16,,,1,9,0.0004226,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,3,72003,14,10,optimal,-17.999999999999993,-18.0,3.9474596431116675e-16,,,1,8,0.0004362,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,3,73003,14,10,optimal,20.999999999999986,21.0,6.767073673905716e-16,,,1,10,0.000575,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,4,71004,14,10,optimal,90.99999999999997,91.0,3.123264772571869e-16,,,1,13,0.0012396,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,4,72004,14,10,optimal,-53.999999999999986,-54.0,2.631639762074445e-16,,,1,9,0.0003993,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,4,73004,14,10,optimal,40.99999999999997,41.0,6.932124251318051e-16,,,1,13,0.0004632,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,5,71005,14,10,optimal,-110.00000000000001,-110.0,1.291895883200182e-16,,,1,11,0.0005488,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,5,72005,14,10,optimal,663.0,663.0,0.0,,,1,10,0.0004386,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,5,73005,14,10,optimal,168.00000000000003,168.0,1.691768418476429e-16,,,1,10,0.0004306,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,6,71006,14,10,optimal,148.00000000000006,148.0,3.8407715446491904e-16,,,1,9,0.0004437,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,6,72006,14,10,optimal,-310.0,-310.0,0.0,,,1,11,0.0010377,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,6,73006,14,10,optimal,153.00000000000003,153.0,1.8576280673466672e-16,,,1,12,0.0005386,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,7,71007,14,10,optimal,-78.99999999999997,-79.0,3.5976847380258237e-16,,,1,9,0.0004062,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,7,72007,14,10,optimal,-495.0000000000001,-495.0,2.2967037923558794e-16,,,1,12,0.0010781,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,7,73007,14,10,optimal,4.999999976013514,5.0,4.797297137315582e-09,,,1,10,0.0008773,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,8,71008,14,10,optimal,-235.0,-235.0,0.0,,,1,11,0.0010184,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,8,72008,14,10,optimal,47.00000000000001,47.0,1.5117930548087238e-16,,,1,9,0.0004185,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,8,73008,14,10,optimal,86.9999999843055,87.0,1.8039650999055774e-10,,,1,8,0.000397,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,9,71009,14,10,optimal,189.99999988011328,190.0,6.309827420792365e-10,,,1,9,0.0008776,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,9,72009,14,10,optimal,151.99999996188237,152.0,2.507739045660473e-10,,,1,12,0.0004552,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,9,73009,14,10,optimal,-248.99999999999994,-249.0,2.282868227341687e-16,,,1,10,0.0009509,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,10,71010,14,10,optimal,15.0,15.0,0.0,,,1,8,0.0004061,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,10,72010,14,10,optimal,-241.99999999999997,-242.0,1.1744508029092565e-16,,,1,11,0.0006312,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,10,73010,14,10,optimal,-9.0,-9.0,0.0,,,1,9,0.0004191,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,11,71011,14,10,optimal,4.8700599108997267e-11,0.0,4.8700599108997267e-11,,,1,8,0.00097,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,11,72011,14,10,optimal,-125.99999999996922,-126.0,2.4429135962799634e-13,,,1,8,0.0007857,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,11,73011,14,10,optimal,429.00000000000097,429.0,2.2525364117336508e-15,,,1,13,0.0006733,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
near_parallel,twin rows differing by a relative 10^-k,12,71012,14,10,optimal,94.00000000000004,94.0,4.535379164426171e-16,,,1,13,0.0009712,,adcee1b,Windows-AMD64,2026-09-06T17:29:00+00:00,
