instance,instance_sha256,rows,columns,nonzeros,status,message,our_objective,published_objective,absolute_gap,relative_gap,matches_published,independently_verified,verifier_message,passed,objective_offset,differs_by_objective_constant,wall_seconds,solver_seconds,iterations,algorithm,git_commit,machine,timestamp_utc,solver_options
forplan,65ec816c0b3c58ec4d61574df130a3ce464abb42f3d49de21710a787bf3cfdc7,161,421,4563,iteration_limit,"iteration limit reached after 300 iterations; relative infeasibility 1.0e+00 / 4.1e+00, gap 7.9e+08",-449.08171920597886,-664.21873953,215.13702032402114,0.323894836927142,0,,,0,0.0,0,0.214257,0.183747,300,ipm,64d2e9a,Windows-AMD64,2026-09-18T13:05:02+00:00,algorithm=ipm
ganges,f655f33ba979a59d659a8605acaf480c2fe5c610f3a50921bbcac7be40546067,1309,1681,6912,numerical_error,"the interior-point iteration stalled after 5 iterations (steps 2.6e-07 / 1.6e-07); the model may be infeasible or unbounded, which this method does not certify",0.0,-109586.36356,109586.36356,1.0,0,,,0,0.0,0,0.046716,0.0180649,5,ipm,64d2e9a,Windows-AMD64,2026-09-18T13:05:02+00:00,algorithm=ipm
gfrd-pnc,d66ea78a803e91e4f38dcd74ca4c575aa742e27e7120c1c3494d4d424ee5c936,616,1092,2377,optimal,"crossover push: 155 superbasic, 155 pivots in the push; crossover: 370 pivots from the interior point's basis guess in 0.01s, after 28 interior point iterations",6902235.999548812,6902235.9995,4.881247878074646e-05,7.0719805559071656e-12,1,1,,1,0.0,0,0.038685,0.0186803,398,ipm+crossover,64d2e9a,Windows-AMD64,2026-09-18T13:05:02+00:00,algorithm=ipm
greenbea,cb701e3ba5153e385b8cb6426e34b5d23bad4b1b9c9a037802e351c24b0f653d,2392,5405,30877,numerical_error,"the interior-point iteration stalled after 48 iterations (steps 2.3e-10 / 4.7e-10); the model may be infeasible or unbounded, which this method does not certify",-314543.5096354166,-72462405.908,72147862.39836459,0.9956592179669721,0,,,0,0.0,0,0.577562,0.526689,48,ipm,64d2e9a,Windows-AMD64,2026-09-18T13:05:02+00:00,algorithm=ipm
greenbeb,21f92f6a32f71ec72c8f693d6685e4a91ecb2debec732ec61302bc866f370865,2392,5405,30877,numerical_error,"the iterate stopped being finite at iteration 30; the best earlier iterate does not meet the feasibility tolerances (relative gap 1.1e+00, infeasibility 1.7e-01 / 7.1e-01, merit 1.7e+02)",-15493.227794499999,-4302147.6065,4286654.3787055,0.9963987224029478,0,,,0,0.0,0,0.318303,0.2611203,30,ipm,64d2e9a,Windows-AMD64,2026-09-18T13:05:02+00:00,algorithm=ipm
grow15,ab84e2f83d00c5bd26291e0505f23804b050bc96dc1e576d9da8f04e1f6ed51f,300,645,5620,optimal,"crossover push: 336 superbasic, 259 pivots in the push; crossover: 259 pivots from the interior point's basis guess in 0.00s, after 16 interior point iterations",-106870941.29357535,-106870941.29,0.003575339913368225,3.345474335878028e-11,1,1,,1,0.0,0,0.039247,0.0153796,275,ipm+crossover,64d2e9a,Windows-AMD64,2026-09-18T13:05:02+00:00,algorithm=ipm
grow22,671111a1623539730f4caa9366c7eda43fb472137773cd9444dc96ed87f9810e,440,946,8252,optimal,"crossover push: 569 superbasic, 440 pivots in the push; crossover: 440 pivots from the interior point's basis guess in 0.01s, after 17 interior point iterations",-160834336.48256296,-160834336.48,0.002562969923019409,1.5935464895819175e-11,1,1,,1,0.0,0,0.06102,0.0332157,457,ipm+crossover,64d2e9a,Windows-AMD64,2026-09-18T13:05:02+00:00,algorithm=ipm
grow7,6b8734ffdf991a36f17cfddf306834a4a3ced3e17964cac9fa2983a043906cd4,140,301,2612,optimal,"crossover push: 138 superbasic, 108 pivots in the push; crossover: 108 pivots from the interior point's basis guess in 0.00s, after 16 interior point iterations",-47787811.8147115,-47787811.815,0.00028849393129348755,6.036977219428426e-12,1,1,,1,0.0,0,0.04654,0.0068056,124,ipm+crossover,64d2e9a,Windows-AMD64,2026-09-18T13:05:02+00:00,algorithm=ipm
israel,96564e1fddcbb6e3d46447fceb54b9d18260b95e95075c3a19f5812f9bf5ceeb,174,142,2269,optimal,"crossover push: 30 superbasic, 17 pivots in the push; crossover: 24 pivots from the interior point's basis guess in 0.00s, after 24 interior point iterations",-896644.8218630463,-896644.82186,3.0462397262454033e-06,3.397376142680759e-12,1,1,,1,0.0,0,0.063048,0.0428754,48,ipm+crossover,64d2e9a,Windows-AMD64,2026-09-18T13:05:02+00:00,algorithm=ipm
kb2,f0eb647d1d9aac84f49d88662b6b02c6cecc04496e5435be733eced36d7f48f2,43,41,286,optimal,"crossover push: 1 superbasic, 0 pivots in the push; crossover: 0 pivots from the interior point's basis guess in 0.00s, after 18 interior point iterations",-1749.9001299062058,-1749.9001299,6.205937097547576e-09,3.5464521611883195e-12,1,1,,1,0.0,0,0.026629,0.0017864,18,ipm+crossover,64d2e9a,Windows-AMD64,2026-09-18T13:05:02+00:00,algorithm=ipm
