instance,instance_sha256,rows,columns,nonzeros,status,message,our_objective,highs_objective,relative_difference,independently_verified,verifier_message,passed,wall_seconds,solver_seconds,iterations,algorithm,time_limit,git_commit,machine,timestamp_utc,solver_options
Linf_520c,f92054c0b86f40f524b74d9f3315d2466e432fc3df57e8db724eb92f32b29207,93326,69004,566193,time_limit,time limit 150s reached,0.011540388,Time limit reached,,,,0,305.58928739998373,304.7564809,1688,simplex-dual,300.0,ca64dd5,Windows-AMD64,2026-09-06T13:50:11+00:00,
bdry2,c7c372628defdb8889499ef5a949bbdbdbfd9a96dd00ceecf2ce5427639bc7a9,376500,250998,1500003,time_limit,time limit 150s reached,-0.004300000000000001,Time limit reached,,,,0,396.1417822999938,389.1978779,1,simplex-dual,300.0,ca64dd5,Windows-AMD64,2026-09-06T13:50:11+00:00,
brazil3,28cfec922c8c239645c823b7746ae221e38a6208e827a9f040ddf50d9203d125,14646,23968,133184,time_limit,time limit 150s reached,0.0,2.0000000000012172,1.0,,,0,300.3487529999984,300.0759362,28833,simplex-dual,300.0,ca64dd5,Windows-AMD64,2026-09-06T13:50:11+00:00,
chromaticindex1024-7,5b6f1d9daf867e4d5928e8a48fd1fc5f5c1a3249a18b738f46945ff2ff721b05,67583,73728,270324,time_limit,time limit 150s reached,3.0,3.0,0.0,,,0,301.2632874000119,300.8417641,4368,simplex-dual,300.0,ca64dd5,Windows-AMD64,2026-09-06T13:50:11+00:00,
irish-electricity,60d7ec4482bae32a3747f09c2d8294b8e50dda31d1a82c37a6f6bf17c8c84458,104259,61728,523257,time_limit,time limit 150s reached,0.0,2546254.563314395,1.0,,,0,301.0292016000021,300.2421654,5365,simplex-dual,300.0,ca64dd5,Windows-AMD64,2026-09-06T13:50:11+00:00,
qap15,a24d84de54c73d7ea01ebaf07739e6884d57794d4b1184c0e01a6a4495695712,6330,22275,94950,time_limit,time limit 149.581s reached,1177.8672212736083,Time limit reached,,,,0,304.6738822000043,304.5085985,13088,simplex-dual+primal,300.0,ca64dd5,Windows-AMD64,2026-09-06T13:50:11+00:00,
rmine15,49bef3a70183d8c465bcff0719c2522f42fec0ef63a6e4b0a33714f2bec5e4bc,358395,42438,879732,time_limit,time limit 150s reached,-8443.96137114521,Time limit reached,,,,0,311.0084704000037,309.0842695,28,simplex-dual,300.0,ca64dd5,Windows-AMD64,2026-09-06T13:50:11+00:00,
supportcase10,e65868b17479a5a4c408af4a8e6a412c61d681918d7c9d5ad3bbe46966634f0b,165684,14770,555082,time_limit,time limit 150s reached,0.0,3.383923666138003,1.0,,,0,317.28352769999765,316.5426801,1010,simplex-dual,300.0,ca64dd5,Windows-AMD64,2026-09-06T13:50:11+00:00,
