instance,instance_sha256,rows,columns,nonzeros,status,message,our_objective,highs_objective,relative_difference,independently_verified,verifier_message,passed,wall_seconds,solver_seconds,iterations,algorithm,time_limit,git_commit,machine,timestamp_utc,solver_options
Linf_520c,f92054c0b86f40f524b74d9f3315d2466e432fc3df57e8db724eb92f32b29207,93326,69004,566193,time_limit,"time limit 149.97s reached inside the basis factorization, which was abandoned; route: the scaled attempt returned time_limit after 150.0 s of its 150 s share; neither attempt produced a usable point;",0.10000003199999999,Time limit reached,,,,0,301.13220720000027,300.2984058,2582,simplex-dual,300.0,e134aeb,Windows-AMD64,2026-09-17T13:05:14+00:00,
bdry2,c7c372628defdb8889499ef5a949bbdbdbfd9a96dd00ceecf2ce5427639bc7a9,376500,250998,1500003,time_limit,"time limit 149.787s reached inside the basis factorization, which was abandoned; route: the scaled attempt returned time_limit after 150.2 s of its 150 s share; neither attempt produced a usable point",-0.0043,Time limit reached,,,,0,303.1299160999997,300.8299385,256,simplex-dual,300.0,e134aeb,Windows-AMD64,2026-09-17T13:05:14+00:00,
brazil3,28cfec922c8c239645c823b7746ae221e38a6208e827a9f040ddf50d9203d125,14646,23968,133184,time_limit,time limit 150s reached; route: the scaled attempt returned time_limit after 150.0 s of its 150 s share; neither attempt produced a usable point; the scaled attempt came closer to feasibility and is r,1.9999999999984865,2.0000000000012172,1.3653522756831865e-12,,,0,300.39585069999976,300.0673216,78656,simplex-dual,300.0,e134aeb,Windows-AMD64,2026-09-17T13:05:14+00:00,
chromaticindex1024-7,5b6f1d9daf867e4d5928e8a48fd1fc5f5c1a3249a18b738f46945ff2ff721b05,67583,73728,270324,time_limit,"time limit 149.985s reached inside the basis factorization, which was abandoned; route: the scaled attempt returned time_limit after 150.0 s of its 150 s share; neither attempt produced a usable point",3.0,3.0,0.0,,,0,300.6360587999998,300.1642097,5522,simplex-dual,300.0,e134aeb,Windows-AMD64,2026-09-17T13:05:14+00:00,
irish-electricity,60d7ec4482bae32a3747f09c2d8294b8e50dda31d1a82c37a6f6bf17c8c84458,104259,61728,523257,time_limit,time limit 150s reached; route: the scaled attempt returned time_limit after 150.0 s of its 150 s share; neither attempt produced a usable point; the scaled attempt came closer to feasibility and is r,882509.4014446537,2546254.563314395,0.6534088090956964,,,0,301.1628088999987,300.2774004,53652,simplex-dual,300.0,e134aeb,Windows-AMD64,2026-09-17T13:52:45+00:00,
qap15,a24d84de54c73d7ea01ebaf07739e6884d57794d4b1184c0e01a6a4495695712,6330,22275,94950,time_limit,time limit 149.994s reached; route: the scaled attempt returned time_limit after 150.0 s of its 150 s share; neither attempt produced a usable point; the unscaled retry came closer to feasibility and ,1543.8445328341918,Time limit reached,,,,0,300.1627539000001,300.0443647,23949,simplex-dual+primal,300.0,e134aeb,Windows-AMD64,2026-09-17T13:52:45+00:00,
rmine15,49bef3a70183d8c465bcff0719c2522f42fec0ef63a6e4b0a33714f2bec5e4bc,358395,42438,879732,time_limit,"time limit 149.944s reached inside the basis factorization, which was abandoned; route: the scaled attempt returned time_limit after 150.0 s of its 150 s share; neither attempt produced a usable point",-7890.589149708669,Time limit reached,,,,0,302.60416429999896,300.5083062,10466,simplex-dual,300.0,e134aeb,Windows-AMD64,2026-09-17T13:52:45+00:00,
supportcase10,e65868b17479a5a4c408af4a8e6a412c61d681918d7c9d5ad3bbe46966634f0b,165684,14770,555082,time_limit,"time limit 150s reached inside the basis factorization, which was abandoned; route: the scaled attempt returned time_limit after 150.0 s of its 150 s share; neither attempt produced a usable point; th",2.569706270238015,3.383923666138003,0.24061340509764995,,,0,301.2554498999998,300.4161844,16241,simplex-dual,300.0,e134aeb,Windows-AMD64,2026-09-17T13:52:45+00:00,
